,Map,Team1,Team1Pts,Team2,Team2Pts,Team1Win,Team1LastWin,Team2LastWin,Team1RanksHigher,Team2RanksHigher,Team1WonLast
1651,inferno,Chiefs,16,Control.VP,1,1,0,0,0,0,0
1652,mirage,Control.VP,16,Chiefs,11,1,0,1,0,0,0
1653,cache,Chiefs,16,Control.VP,12,1,0,1,0,0,0
1654,cache,FolloweSports.com,4,Method,16,0,0,0,0,0,1
1655,cache,Enemy,5,Trifecta,16,0,1,0,0,0,0
1656,train,Trifecta,9,Enemy,16,0,1,0,0,0,1
1657,dust2,FolloweSports.com,16,vVv,3,1,0,0,0,0,0
1658,train,compLexity,16,Coast,7,1,1,1,0,0,0
1659,cache,Trifecta,16,Luminosity,8,1,0,1,1,0,0
1660,inferno,Luminosity,16,Trifecta,4,1,0,1,0,1,0
1661,mirage,United Estonia,16,fish123,12,1,1,1,0,0,0
1662,overpass,Orbit,14,volgare,16,0,0,0,0,0,0
1663,dust2,Orbit,16,volgare,10,1,0,1,0,0,0
1664,cache,Planetkey,6,LAN DODGERS,16,0,1,1,0,0,0
1665,inferno,PENTA,15,Sententia Mortis,19,0,1,0,0,0,0
1666,mirage,Sententia Mortis,6,PENTA,16,0,1,0,0,0,1
1667,mirage,Choke,16,GLG,10,1,0,0,0,0,0
1668,mirage,Publiclir.se,16,Planetkey,5,1,0,0,0,0,0
1669,cache,Planetkey,10,Publiclir.se,16,0,0,1,0,0,0
1670,cache,CeX,11,XENEX,16,0,0,0,0,0,0
1671,dust2,CSGOEvo White,16,LAN DODGERS,1,1,1,1,0,0,0
1672,cache,CSGOEvo White,16,LAN DODGERS,10,1,1,0,0,0,1
1673,mirage,LAN DODGERS,16,CSGOEvo White,14,1,0,1,0,0,0
1674,mirage,MaxAndRelax,3,Reason,16,0,1,1,0,0,1
1675,inferno,Reason,16,MaxAndRelax,8,1,1,0,0,0,1
1676,overpass,Vox Eminor,12,Athletico,16,0,0,0,0,0,0
1677,cobblestone,Vox Eminor,8,Athletico,16,0,0,1,0,0,0
1678,dust2,RiP,7,Animal Squad,16,0,0,1,0,0,0
1679,mirage,RiP,10,Animal Squad,16,0,0,1,0,0,0
1680,inferno,TRIDENT,10,Available!,16,0,0,0,0,0,0
1681,cache,TRIDENT,19,Available!,21,0,0,1,0,0,0
1682,inferno,Control.VP,16,Molotov,9,1,0,0,0,0,0
1683,cache,Molotov,7,Control.VP,16,0,0,1,0,0,0
1684,dust2,Luminosity,16,Vault,3,1,1,0,0,1,0
1685,train,Coast,10,compLexity,16,0,0,1,0,0,0
1686,dust2,Coast,2,compLexity,16,0,0,1,0,0,0
1687,overpass,FlipSid3,16,Property,7,1,1,1,0,1,0
1688,inferno,Property,17,FlipSid3,19,0,0,1,1,0,0
1689,inferno,TSM,13,EnVyUs,16,0,0,0,0,1,1
1690,dust2,TSM,13,EnVyUs,16,0,0,1,0,1,0
1691,cobblestone,Orbit,16,FlipSid3,13,1,1,1,1,0,0
1692,mirage,Orbit,13,FlipSid3,16,0,1,0,1,0,1
1693,cobblestone,Vexed,16,Property,9,1,1,0,0,1,0
1694,overpass,Property,25,Vexed,21,1,0,1,1,0,0
1695,cobblestone,CPH Wolves,9,EnVyUs,16,0,0,1,1,0,0
1696,mirage,CPH Wolves,8,EnVyUs,16,0,0,1,1,0,0
1697,dust2,Phenomenon,3,Pries,16,0,0,0,0,0,0
1698,cache,Phenomenon,10,Pries,16,0,0,1,0,0,0
1699,overpass,dignitas,14,TSM,16,0,1,0,0,1,0
1700,mirage,TSM,16,dignitas,6,1,1,0,1,0,1
1701,mirage,ex-eLevate,16,CLG,13,1,1,0,1,0,0
1702,cache,ex-eLevate,9,CLG,16,0,1,0,1,0,1
1703,dust2,ex-eLevate,16,CLG,13,1,0,1,1,0,0
1704,mirage,G2,11,CPH Wolves,16,0,0,0,0,1,0
1705,cobblestone,SK,13,CPH Wolves,16,0,1,1,0,0,0
1706,train,CLG,16,FolloweSports.com,9,1,0,1,0,1,1
1707,mirage,CLG,16,FolloweSports.com,2,1,1,0,0,1,1
1708,dust2,G2,8,TSM,16,0,0,1,0,1,0
1709,dust2,Worst Players,16,volgare,13,1,0,0,0,0,0
1710,mirage,volgare,10,Worst Players,16,0,0,1,0,0,0
1711,inferno,G2,16,SK,13,1,0,0,0,1,0
1712,cobblestone,Infused,14,HellRaisers,16,0,1,1,0,0,0
1713,mirage,HellRaisers,16,Infused,4,1,1,0,0,0,1
1714,overpass,CPH Wolves,5,TSM,16,0,1,1,1,0,0
1715,mirage,EZskins.com,2,dignitas,16,0,0,0,1,0,0
1716,cobblestone,m0nster,16,AbsoluteTerror,13,1,0,0,0,0,0
1717,dust2,Renegades,11,EZskins.com,16,0,1,0,0,1,0
1718,inferno,m0nster,16,MOTV,13,1,1,0,0,0,0
1719,mirage,dignitas,6,EnVyUs,16,0,1,1,0,1,0
1720,cache,nxl,16,TwistoFate,10,1,1,1,0,0,0
1721,cobblestone,Renegades,13,dignitas,16,0,0,0,0,1,0
1722,mirage,TwistoFate,16,Penguin,14,1,0,0,0,0,0
1723,inferno,EZskins.com,2,EnVyUs,16,0,1,1,1,0,0
1724,mirage,Property,10,nerdRage,16,0,1,0,0,0,0
1725,cache,nerdRage,19,Property,16,1,1,0,0,0,1
1726,cache,WE GOT GAME,22,Dead Pixels,19,1,0,0,0,0,0
1727,dust2,Dead Pixels,4,WE GOT GAME,16,0,0,1,0,0,0
1728,dust2,Fraternitas,16,LDLC White,13,1,0,1,0,0,0
1729,overpass,LDLC White,13,Fraternitas,16,0,0,1,0,0,0
1730,inferno,LDLC White,16,Fraternitas,10,1,0,1,0,0,0
1731,cache,Red Instinct,16,melty,12,1,0,0,0,0,0
1732,cache,LDLC White,16,Keyd Stars,6,1,1,0,0,0,0
1733,dust2,LDLC White,16,Keyd Stars,6,1,1,0,0,0,1
1734,dust2,Miraculous Hawks,9,Insidious,16,0,0,0,0,0,0
1735,tuscan,PiTER,10,New Era,16,0,1,0,0,0,0
1736,season,New Era,11,PiTER,16,0,1,0,0,0,1
1737,dust2,inchk1ng,8,Miraculous Hawks,16,0,1,0,0,0,0
1738,cobblestone,MiTH,6,MVP.karnal,16,0,0,0,0,0,0
1739,dust2,MiTH,16,DeToNator,14,1,0,0,0,0,0
1740,cache,Conquest,21,Luminosity,26,0,1,1,0,1,0
1741,inferno,Luminosity,8,Conquest,16,0,1,0,1,0,1
1742,mirage,Conquest,6,Luminosity,16,0,1,0,0,1,1
1743,dust2,Mortality,17,Method,19,0,0,1,0,0,0
1744,mirage,Mortality,6,Method,16,0,0,1,0,0,0
1745,overpass,CLG,16,Coast,1,1,1,0,0,1,0
1746,mirage,CLG,16,Enemy,5,1,1,1,0,1,1
1747,cobblestone,3sUP,13,Liquid,16,0,0,0,1,0,0
1748,train,Liquid,22,3sUP,18,1,1,0,0,1,1
1749,inferno,3sUP,16,compLexity,7,1,0,1,0,0,0
1750,train,Method,7,Cloud9,16,0,1,1,1,0,0
1751,inferno,Cloud9,16,Coast,8,1,1,0,0,1,1
1752,mirage,Games Academy,12,Luminosity,16,0,1,1,1,0,0
1753,cache,Games Academy,19,Luminosity,21,0,0,1,1,0,0
1754,train,Luminosity,13,Games Academy,16,0,1,0,0,1,1
1755,dust2,Bosnia & Herzegovina,2,Sweden,16,0,0,1,0,0,0
1756,mirage,Dead Pixels,16,Red Instinct,1,1,0,1,0,0,0
1757,cobblestone,Red Instinct,16,Dead Pixels,11,1,0,1,0,0,0
1758,dust2,Red Instinct,5,Dead Pixels,16,0,1,0,0,0,1
1759,train,fnatic,16,TSM,9,1,1,1,0,1,0
1760,mirage,Sweden,10,Belarus,16,0,1,1,0,0,0
1761,mirage,Fraternitas,13,Vexed,16,0,0,0,1,0,0
1762,dust2,Fraternitas,12,Vexed,16,0,0,1,1,0,0
1763,cobblestone,Fraternitas,16,Vexed,10,1,0,1,1,0,0
1764,train,INFINITY,16,Reason,6,1,0,1,0,0,0
1765,mirage,Reason,4,INFINITY,16,0,0,1,0,0,0
1766,dust2,Reason,16,INFINITY,12,1,0,1,0,0,0
1767,cache,ESC,16,RCTIC,14,1,0,0,0,0,0
1768,mirage,RCTIC,14,ESC,16,0,0,1,0,0,0
1769,mirage,Finland,13,Russia,16,0,1,1,0,0,0
1770,mirage,EnVyUs,16,Titan,8,1,1,1,1,0,0
1771,mirage,Norway,16,Belarus,6,1,0,1,0,0,0
1772,dust2,fnatic,16,HellRaisers,9,1,1,1,0,1,0
1773,mirage,Russia,3,Turkey,16,0,1,0,0,0,0
1774,mirage,uber g33ks,10,RCTIC,16,0,0,0,0,0,0
1775,cache,Norway,16,Belgium,12,1,1,1,0,0,1
1776,dust2,WE GOT GAME,16,melty,12,1,1,0,0,0,0
1777,inferno,melty,12,WE GOT GAME,16,0,0,1,0,0,0
1778,mirage,Turkey,16,United Kingdom,9,1,1,0,0,0,0
1779,cache,NiP,16,fnatic,13,1,0,1,0,1,0
1780,cache,Iceland,16,Belarus,14,1,0,0,0,0,0
1781,train,Fraternitas,16,LDLC White,3,1,1,1,0,0,0
1782,dust2,Fraternitas,16,LDLC White,11,1,1,0,0,0,1
1783,cache,Fraternitas,11,LDLC White,16,0,1,0,0,0,1
1784,dust2,Vexed,16,Keyd Stars,14,1,0,0,0,1,0
1785,train,Keyd Stars,5,Vexed,16,0,0,1,1,0,0
1786,cache,Turkey,10,Germany,16,0,1,0,0,0,0
1787,cache,ESC,16,RCTIC,8,1,1,1,0,0,1
1788,mirage,ESC,6,RCTIC,16,0,1,0,0,0,1
1789,dust2,ESC,16,RCTIC,8,1,0,1,0,0,0
1790,dust2,Slovakia,9,Germany,16,0,1,1,0,0,0
1791,cobblestone,3sUP,8,Vault,16,0,1,0,0,0,0
1792,cobblestone,CLG,16,Conquest,11,1,1,0,1,0,1
1793,cobblestone,Coast,14,compLexity,16,0,0,0,0,0,0
1794,overpass,Luminosity,16,Method,1,1,0,0,0,1,1
1795,dust2,Luminosity,16,Method,13,1,1,0,0,1,1
1796,inferno,Vault,6,ex-eLevate,16,0,1,1,0,0,0
1797,cobblestone,Coast,16,Conquest,9,1,0,0,1,0,0
1798,inferno,Coast,11,Enemy,16,0,1,0,0,0,0
1799,mirage,compLexity,13,Method,16,0,1,0,0,0,0
1800,mirage,Luminosity,9,CLG,16,0,1,1,1,0,1
1801,cache,CLG,8,Luminosity,16,0,1,0,0,1,1
1802,inferno,Liquid,16,FolloweSports.com,4,1,1,0,0,1,1
1803,cache,Braindead,4,Conquest,16,0,0,0,1,0,0
1804,cobblestone,Conquest,16,Braindead,6,1,1,0,0,1,1
1805,dust2,Red Instinct,16,TS-Netteux,14,1,0,0,0,0,0
1806,mirage,nerdRage,6,uber g33ks,16,0,1,0,0,0,0
1807,cache,Poland,10,Denmark,16,0,1,0,0,0,0
1808,train,TS-Netteux,3,WE GOT GAME,16,0,0,1,0,0,0
1809,mirage,Netherlands,16,Hungary,13,1,0,0,0,0,0
1810,mirage,Property,9,G2,16,0,0,1,1,0,0
1811,cache,G2,16,Property,14,1,1,0,0,1,1
1812,dust2,Titan,17,TSM,21,0,0,0,0,1,0
1813,inferno,SK,11,mousesports,16,0,0,1,1,0,0
1814,cobblestone,Red Instinct,13,WE GOT GAME,16,0,1,1,0,0,0
1815,cobblestone,France,16,Netherlands,10,1,1,1,0,0,1
1816,dust2,Reason,10,dignitas,16,0,1,1,1,0,0
1817,cache,Reason,13,dignitas,16,0,0,1,1,0,0
1818,dust2,EYES ON U,16,Playing Ducks,6,1,1,0,0,0,0
1819,mirage,Playing Ducks,16,EYES ON U,5,1,0,1,0,0,0
1820,inferno,fnatic,16,TSM,9,1,0,1,0,1,1
1821,cobblestone,mousesports,16,HellRaisers,11,1,1,0,0,1,0
1822,mirage,Serbia,8,Hungary,16,0,0,0,0,0,0
1823,cache,RCTIC,16,uber g33ks,13,1,0,1,0,0,1
1824,mirage,RCTIC,14,uber g33ks,16,0,1,0,0,0,1
1825,dust2,RCTIC,19,uber g33ks,15,1,0,1,0,0,0
1826,mirage,Distinct5,3,31337,16,0,0,1,0,0,0
1827,cache,31337,19,Distinct5,17,1,1,0,0,0,1
1828,cache,CPH Wolves,14,Property,16,0,0,0,0,0,0
1829,mirage,Property,11,CPH Wolves,16,0,1,0,0,0,1
1830,mirage,Denmark,16,Romania,8,1,1,0,0,0,0
1831,inferno,fnatic,16,G2,12,1,1,1,1,0,1
1832,inferno,NiP,16,SK,9,1,1,0,0,1,0
1833,mirage,TS-Netteux,16,LDLC Blue,13,1,0,1,0,0,0
1834,inferno,Serbia,16,Ukraine,9,1,0,0,0,0,0
1835,cache,Kazakhstan,16,Romania,14,1,0,0,0,0,0
1836,dust2,TSM,16,SK,4,1,0,0,0,1,1
1837,train,EnVyUs,16,Titan,7,1,1,0,1,0,1
1838,cobblestone,Ukraine,9,Hungary,16,0,0,1,0,0,0
1839,inferno,E-frag.net,16,Enervate,10,1,1,1,0,1,1
1840,cache,E-frag.net,16,Enervate,0,1,1,0,0,1,1
1841,cobblestone,Enervate,25,E-frag.net,23,1,0,1,1,0,0
1842,dust2,Enervate,10,E-frag.net,16,0,1,0,1,0,1
1843,dust2,Kazakhstan,3,Portugal,16,0,1,1,0,0,0
1844,dust2,Ukraine,15,Netherlands,15,0,0,0,0,0,0
1845,cache,nerdRage,8,ESC,16,0,0,1,0,0,0
1846,dust2,ESC,16,nerdRage,13,1,1,0,0,0,1
1847,mirage,nerdRage,16,ESC,8,1,0,1,0,0,0
1848,dust2,Portugal,16,Romania,11,1,1,0,0,0,0
1849,inferno,ex-eLevate,16,Method,4,1,1,1,0,0,0
1850,mirage,ex-eLevate,16,Method,13,1,1,0,0,0,1
1851,cache,ex-eLevate,14,Method,16,0,1,0,0,0,1
1852,train,Conquest,16,Liquid,6,1,1,1,0,1,1
1853,inferno,CLG,16,Method,6,1,0,1,0,1,1
1854,overpass,compLexity,16,CLG,10,1,0,1,1,0,0
1855,cache,Enemy,14,compLexity,16,0,1,1,0,0,1
1856,dust2,unKnights,13,melty,16,0,1,0,0,0,0
1857,overpass,Lions,16,ESC,11,1,1,0,0,0,0
1858,train,unKnights,16,Asus ROG,0,1,0,0,0,0,0
1859,dust2,France,16,Hungary,12,1,1,1,0,0,0
1860,mirage,ESC,21,European Misfits,19,1,0,0,0,0,0
1861,inferno,Titan,16,FlipSid3,8,1,0,1,1,0,0
1862,train,FlipSid3,9,Titan,16,0,0,1,0,1,0
1863,cache,Dead Pixels,16,melty,10,1,1,1,0,0,0
1864,inferno,mousesports,8,fnatic,16,0,1,1,0,1,1
1865,inferno,TSM,12,EnVyUs,16,0,1,1,0,1,0
1866,mirage,Romania,8,Poland,16,0,0,0,0,0,0
1867,mirage,Asus ROG,4,Dead Pixels,16,0,0,1,0,0,0
1868,inferno,mousesports,5,Natus Vincere,16,0,0,1,0,1,1
1869,dust2,RCTIC,16,AlienTech,12,1,1,1,0,0,0
1870,cache,AlienTech,12,RCTIC,16,0,0,1,0,0,0
1871,train,uX,16,Caseking,7,1,0,0,0,0,1
1872,cache,uX,16,Caseking,6,1,1,0,0,0,1
1873,cache,G2,21,HellRaisers,17,1,0,0,0,1,1
1874,cache,Netherlands,9,Spain,16,0,1,1,0,0,0
1875,cobblestone,XPC,6,Phenomenon,16,0,0,0,0,0,0
1876,mirage,Phenomenon,24,XPC,26,0,1,0,0,0,1
1877,cache,Phenomenon,16,XPC,12,1,0,1,0,0,0
1878,cobblestone,unKnights,12,melty,16,0,1,0,0,0,0
1879,overpass,Gdansk Lions,8,CSGL,16,0,0,1,1,0,0
1880,mirage,CSGL,16,Gdansk Lions,2,1,1,0,0,1,1
1881,cache,SK,11,Natus Vincere,16,0,0,1,1,0,0
1882,overpass,TSM,16,HellRaisers,9,1,0,0,0,1,1
1883,train,Lions,16,ESC,9,1,1,1,0,0,1
1884,cache,Lions,16,ESC,14,1,1,0,0,0,1
1885,inferno,Netherlands,15,Serbia,15,0,0,1,0,0,0
1886,dust2,Denmark,16,Latvia,0,1,1,0,0,0,0
1887,cache,PENTA,16,Planetkey,5,1,1,0,0,0,0
1888,dust2,PENTA,13,Planetkey,16,0,1,0,0,0,1
1889,cobblestone,Titan,8,fnatic,16,0,1,1,0,1,1
1890,train,EnVyUs,8,NiP,16,0,1,1,1,0,1
1891,inferno,summa.gg,7,European Misfits,16,0,0,0,0,0,0
1892,mirage,Serbia,8,Spain,16,0,1,1,0,0,0
1893,cache,PiTER,7,E-frag.net,16,0,1,1,1,0,0
1894,dust2,E-frag.net,16,PiTER,6,1,1,0,0,1,1
1895,cache,Denmark,8,Kazakhstan,16,0,1,0,0,0,0
1896,dust2,Kazakhstan,8,Latvia,16,0,1,0,0,0,0
1897,overpass,compLexity,10,Liquid,16,0,1,0,1,0,0
1898,cobblestone,Liquid,16,compLexity,2,1,1,0,0,1,1
1899,inferno,Conquest,16,Enemy,2,1,1,0,0,1,1
1900,cache,Enemy,14,Conquest,16,0,0,1,1,0,0
1901,mirage,Skyfire,16,TRIDENT,14,1,0,0,0,0,0
1902,dust2,TRIDENT,2,Skyfire,16,0,0,1,0,0,0
1903,cache,ACE,16,Leader-1,8,1,0,0,0,0,0
1904,overpass,compLexity,11,Mythic,16,0,0,0,0,0,0
1905,dust2,Mythic,16,compLexity,14,1,1,0,0,0,1
1906,train,Liquid,16,h00liGaNz,4,1,1,0,0,1,0
1907,cache,h00liGaNz,6,Liquid,16,0,0,1,1,0,0
1908,dust2,fish123,16,GLG,13,1,0,0,0,0,0
1909,inferno,Serbia,7,France,16,0,0,1,0,0,0
1910,cache,E-frag.net,16,Property,7,1,1,0,0,1,0
1911,overpass,Property,8,E-frag.net,16,0,0,1,1,0,0
1912,inferno,Choke,8,United Estonia,16,0,1,1,0,0,0
1913,inferno,Spain,5,France,16,0,1,1,0,0,0
1914,dust2,CeX,6,Infused,16,0,0,0,0,0,0
1915,mirage,Kazakhstan,16,Poland,10,1,0,1,0,0,0
1916,cache,Publiclir.se,16,Phenomenon,19,0,1,1,0,0,0
1917,cobblestone,Ukraine,10,France,16,0,0,1,0,0,0
1918,dust2,Vega Squadron,4,eBettle,16,0,1,0,0,0,0
1919,mirage,Vega Squadron,16,eBettle,9,1,0,1,0,0,0
1920,overpass,Vega Squadron,3,eBettle,16,0,1,0,0,0,1
1921,train,ESC,21,summa.gg,17,1,0,0,0,0,0
1922,mirage,summa.gg,15,ESC,21,0,0,1,0,0,0
1923,dust2,PENTA,16,mousesports,12,1,0,0,1,0,0
1924,mirage,mousesports,16,PENTA,8,1,0,1,0,1,0
1925,cache,Latvia,10,Poland,16,0,1,0,0,0,0
1926,cache,London C,7,XPC,16,0,0,0,0,0,0
1927,cache,Denmark,16,Portugal,3,1,0,1,0,0,0
1928,mirage,Gdansk Lions,4,PiTER,16,0,0,0,0,0,0
1929,dust2,Spain,5,Hungary,16,0,0,0,0,0,0
1930,dust2,eBettle,16,nerdRage,6,1,1,1,0,0,0
1931,train,eBettle,16,nerdRage,13,1,1,0,0,0,1
1932,dust2,Latvia,3,Portugal,16,0,0,0,0,0,0
1933,dust2,E-frag.net,16,RCTIC,4,1,1,1,0,1,0
1934,cobblestone,Lions,16,European Misfits,14,1,1,1,0,0,0
1935,cache,Lions,16,European Misfits,12,1,1,0,0,0,1
1936,inferno,Latvia,15,Romania,15,0,0,0,0,0,0
1937,mirage,Liquid,16,Luminosity,11,1,1,1,0,1,1
1938,cache,Luminosity,5,Liquid,16,0,0,1,1,0,0
1939,inferno,Liquid,20,Luminosity,22,0,1,0,0,1,1
1940,mirage,Conquest,16,CLG,14,1,1,0,0,1,0
1941,cobblestone,CLG,13,Conquest,16,0,0,1,1,0,0
1942,train,Conquest,13,CLG,16,0,1,0,0,1,1
1943,overpass,CLG,14,Liquid,16,0,1,0,1,0,0
1944,cobblestone,Liquid,16,CLG,6,1,1,0,0,1,1
1945,dust2,Nostalgie,16,Pries,13,1,0,1,0,0,0
1946,overpass,Pries,7,Nostalgie,16,0,0,1,0,0,0
1947,dust2,ESC,14,eBettle,16,0,1,1,0,0,0
1948,cobblestone,ESC,5,eBettle,16,0,0,1,0,0,0
1949,mirage,eBettle,11,ESC,16,0,1,0,0,0,1
1950,inferno,MIXCAT,16,Reason,3,1,1,0,0,0,0
1951,cobblestone,Reason,16,MIXCAT,13,1,0,1,0,0,0
1952,dust2,Reason,1,MIXCAT,16,0,1,0,0,0,1
1953,inferno,Conquest,21,Luminosity,25,0,0,1,0,1,0
1954,cobblestone,Luminosity,19,Conquest,22,0,1,0,1,0,1
1955,train,Conquest,14,Luminosity,16,0,1,0,0,1,1
1956,cache,ESC,16,Epsilon,13,1,1,1,0,0,0
1957,mirage,Epsilon,13,ESC,16,0,0,1,0,0,0
1958,mirage,Reason,7,dignitas,16,0,0,1,1,0,0
1959,dust2,dignitas,16,Reason,13,1,1,0,0,1,1
1960,dust2,Dobry&Gaming,16,MIXCAT,12,1,0,1,0,0,0
1961,cache,Dobry&Gaming,16,MIXCAT,5,1,1,0,0,0,1
1962,dust2,London C,12,Dobry&Gaming,16,0,0,1,0,0,0
1963,overpass,Dobry&Gaming,16,London C,11,1,1,0,0,0,1
1964,cobblestone,MIXCAT,16,SK,14,1,0,0,0,0,0
1965,dust2,MIXCAT,16,SK,14,1,1,0,0,0,1
1966,cobblestone,LDLC Blue,5,Reason,16,0,0,0,0,0,0
1967,dust2,Reason,16,LDLC Blue,10,1,1,0,0,0,1
1968,inferno,k1ck,18,dignitas,21,0,1,1,1,0,0
1969,overpass,k1ck,9,dignitas,16,0,0,1,1,0,0
1970,cache,ARMADA,3,CSGO-Saloon,16,0,0,0,0,0,0
1971,inferno,ARMADA,14,CSGO-Saloon,16,0,0,1,0,0,0
1972,cobblestone,CSGO-Saloon,12,ARMADA,16,0,1,0,0,0,1
1973,cache,Space Soldiers,13,Reason,16,0,1,1,0,0,0
1974,cobblestone,Reason,16,Space Soldiers,8,1,1,0,0,0,1
1975,cache,London C,16,x6tence,5,1,0,1,0,0,0
1976,mirage,London C,13,x6tence,16,0,1,0,0,0,1
1977,dust2,x6tence,7,London C,16,0,1,0,0,0,1
1978,dust2,PENTA,8,LDLC Blue,16,0,0,0,0,0,0
1979,inferno,LDLC Blue,16,PENTA,1,1,1,0,0,0,1
1980,mirage,LDLC Blue,9,PENTA,16,0,1,0,0,0,1
1981,cobblestone,k1ck,26,Worst Players,20,1,0,1,0,0,0
1982,train,k1ck,16,Worst Players,4,1,1,0,0,0,1
1983,cache,OverGaming,8,Dobry&Gaming,16,0,1,1,0,0,0
1984,overpass,Dobry&Gaming,16,OverGaming,3,1,1,0,0,0,1
1985,mirage,dignitas,16,AWTR,12,1,1,0,0,1,0
1986,overpass,dignitas,16,AWTR,8,1,1,0,0,1,1
1987,overpass,Night Raid,10,SK,16,0,0,0,0,0,0
1988,inferno,Night Raid,4,SK,16,0,0,1,0,0,0
1989,inferno,Torpedo,12,MIXCAT,16,0,1,1,0,0,0
1990,mirage,MIXCAT,14,Torpedo,16,0,1,0,0,0,1
1991,cache,Torpedo,14,MIXCAT,16,0,1,0,0,0,1
1992,mirage,faithIN,13,CSGO-Saloon,16,0,0,0,0,0,0
1993,dust2,CSGO-Saloon,16,faithIN,10,1,1,0,0,0,1
1994,cache,FLUGGENKK,5,ARMADA,16,0,0,1,0,0,0
1995,inferno,ARMADA,16,FLUGGENKK,13,1,1,0,0,0,1
1996,train,Liquid,16,3sUP,14,1,1,0,0,1,1
1997,cache,3sUP,6,Liquid,16,0,0,1,1,0,0
1998,cache,CLG,16,compLexity,5,1,0,0,0,1,0
1999,cobblestone,CLG,16,compLexity,11,1,1,0,0,1,1
2000,dust2,Coast,20,Conquest,22,0,0,0,1,0,1
2001,cobblestone,Conquest,16,Coast,6,1,1,0,0,1,1
2002,cache,x6tence,16,KOWABUNGA,7,1,0,0,0,0,0
2003,cobblestone,Luminosity,16,Mythic,8,1,1,1,0,1,0
2004,cache,Luminosity,16,Mythic,13,1,1,0,0,1,1
2005,overpass,Mythic,16,Luminosity,8,1,0,1,1,0,0
2006,mirage,Epsilon,7,AWTR,16,0,0,0,0,0,0
2007,cobblestone,eaZyQuaL,3,Space Soldiers,16,0,0,0,0,0,0
2008,inferno,KappaKappa,13,Night Raid,16,0,0,0,0,0,0
2009,cache,OverGaming,16,KILLERFISH,0,1,0,1,0,0,0
2010,dust2,LDLC Blue,16,Vega Squadron,4,1,0,0,0,0,0
2011,mirage,volgare,11,MIXCAT,16,0,0,1,0,0,0
2012,mirage,Los Jefes,12,Worst Players,16,0,0,0,0,0,0
2013,mirage,Insidious,5,Skyred,16,0,1,0,0,0,0
2014,mirage,Mythic,16,Games Academy,5,1,1,1,0,0,0
2015,dust2,Games Academy,8,Mythic,16,0,0,1,0,0,0
2016,inferno,nxl,15,TyLoo,19,0,1,1,0,0,0
2017,mirage,Virtus.pro,16,TSM,14,1,0,1,1,0,0
2018,cobblestone,Virtus.pro,16,TSM,7,1,1,0,1,0,1
2019,dust2,TSM,16,Virtus.pro,3,1,0,1,0,1,0
2020,train,Virtus.pro,16,TSM,7,1,0,1,1,0,0
2021,overpass,TSM,16,Virtus.pro,13,1,0,1,0,1,0
2022,cache,Insidious,16,MOTV,11,1,0,0,0,0,0
2023,dust2,Skyred,16,Brutality,9,1,1,0,0,0,0
2024,mirage,TyLoo,16,Penguin,1,1,1,0,0,0,0
2025,cache,MiTH,2,nxl,16,0,1,0,0,0,0
2026,dust2,Mythic,16,Conquest,7,1,1,1,1,0,0
2027,mirage,Mythic,7,Conquest,16,0,1,0,1,0,1
2028,cache,Mythic,26,Conquest,21,1,0,1,1,0,0
2029,inferno,Mythic,16,Method,9,1,1,0,0,0,0
2030,overpass,Method,16,Mythic,8,1,0,1,0,0,0
2031,dust2,Mythic,16,Method,12,1,0,1,0,0,0
2032,dust2,compLexity,16,3sUP,8,1,0,0,0,0,0
2033,train,compLexity,16,3sUP,13,1,1,0,0,0,1
2034,inferno,Conquest,16,Games Academy,14,1,0,0,0,1,0
2035,cobblestone,Games Academy,1,Conquest,16,0,0,1,1,0,0
2036,mirage,Liquid,16,Luminosity,7,1,1,0,0,1,0
2037,cache,Luminosity,8,Liquid,16,0,0,1,1,0,0
2038,cobblestone,Liquid,16,Luminosity,9,1,1,0,0,1,1
2039,overpass,Luminosity,21,Liquid,19,1,0,1,1,0,0
2040,dust2,E-frag.net,16,Pries,9,1,1,0,0,1,0
2041,cache,E-frag.net,16,Pries,10,1,1,0,0,1,1
2042,cache,fnatic,4,Virtus.pro,16,0,1,0,0,1,0
2043,train,Virtus.pro,16,fnatic,5,1,1,0,1,0,1
2044,cobblestone,Virtus.pro,7,fnatic,16,0,1,0,1,0,1
2045,mirage,QeeYou,16,AbsoluteTerror,7,1,0,0,0,0,0
2046,mirage,Vega Squadron,16,Nostalgie,6,1,0,1,0,0,1
2047,cache,Nostalgie,3,Vega Squadron,16,0,0,1,0,0,0
2048,dust2,TheMongolz,16,MVP.karnal,14,1,1,1,0,0,0
2049,dust2,AbsoluteTerror,16,Miraculous Hawks,1,1,0,1,0,0,0
2050,inferno,NiP,10,TSM,16,0,1,1,0,1,0
2051,mirage,TSM,16,NiP,8,1,1,0,1,0,1
2052,dust2,TSM,7,NiP,16,0,1,0,1,0,1
2053,dust2,Nostalgie,8,E-frag.net,16,0,0,1,1,0,0
2054,mirage,Nostalgie,16,E-frag.net,4,1,0,1,1,0,0
2055,overpass,E-frag.net,16,Nostalgie,8,1,0,1,0,1,0
2056,inferno,m0nster,7,QeeYou,16,0,1,1,0,0,0
2057,cache,MVP.karnal,16,Virtual Impact,4,1,0,0,0,0,0
2058,mirage,TheMongolz,16,DeToNator,9,1,1,0,0,0,0
2059,inferno,fnatic,16,Titan,13,1,1,0,1,0,1
